id	partNo	chapterNo	sectionNo	problemNo	examYearRaw	examYears	sourcePage	partTitle	chapterTitle	sectionTitle	questionText	answerText	explanationText	checkStatus	note
doe-p04-c01-s01-q001	4	1	1	1	14 수정	2014	p.120-121	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	회계감사기준의 내부통제요소 명칭(5가지 요소 중 답안양식에 예시된 '통제활동'은 제외)을 기재하고, 제시된 (1)~(6)의 설명내용이 어느 내부통제요소에 대한 설명인지 모두 기재하시오.\n[보기 표]\n(1) 정보기술·수작업시스템 내에서 거래 개시·기록·처리 및 필요한 수정 후 총계정원장으로 전기 및 재무제표에 보고되는 절차\n(2) 유의적 회계추정과 공시 등 기업의 재무제표 작성에 이용되는 재무보고절차\n(3) 경영진이 지배기구의 감시와 더불어 정직하고 윤리적으로 행동하는 문화를 창조하고 유지하는지 여부\n(4) 내부감사기능이 회계감사에 어떻게 관련되는지 이해\n(5) 통제미비점에 대한 개선조치의 이해\n(6) 재무보고목적에 관련된 사업위험의 식별과 발생가능성에 대한 평가\n(7) 재무제표에 유의적인 각 거래유형, 계정잔액 및 공시 또는 이들과 관련된 모든 경영진주장에 대한 통제활동	[답안 표]\n| 내부통제요소 명칭 | 해당절차 내용 |\n|---|---|\n| 통제환경 | (3) |\n| 기업의 위험평가절차 | (6) |\n| 재무보고에 관련된 정보시스템 및 커뮤니케이션 | (1), (2) |\n| 통제의 모니터링 | (4), (5) |	통제활동은 예시로 제시되어 제외한다.	CONFIRMED	""
doe-p04-c01-s01-q002	4	1	1	2	24	2024	p.121-122	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	다음은 내부통제의 고유한계와 관련된 상황이다.\n[상황 표]\n<예시> 재고자산 보관을 담당하는 창고부서 직원A와 재고자산 입·출고 기록 담당 직원B가 결탁하여 재고자산을 무단 반출하고 기록하지 않은 다음 이를 판매하여 현금을 나누어 가졌다.\n① 소규모 기업의 소유경영자는 경리부장에게 회사 당좌예금의 일부를 해외 지회사로 송금하도록 요청하여 도박자금으로 사용하였다.\n② 증권회사 직원D는 업무 과중으로 인해 콜옵션 매도를 풋옵션 매도로 잘못 입력하여 회사에 거액의 손실을 끼쳤다.\n[요구사항] (1) 내부통제의 고유한계 원인을 각 상황별로 기재하시오. (2) 소규모 기업의 소유경영자가 통제활동의 미비점을 보완하고 종업원 부정의 위험을 감소시킬 수 있는 가장 효과적인 방법을 2줄 이내로 서술하시오.	(1) [답안 표]\n| 항목 | 내부통제의 고유한계 원인 |\n|---|---|\n| ① | 경영진의 통제 무력화 |\n| ② | 인간의 실수 |\n\n(2) 소규모 기업의 경우 종업원의 수가 적기 때문에 효과적인 업무분장을 하는 데 한계가 있다. 대신 철저한 감시는 통제활동의 미비점을 보완하고 종업원의 부정위험을 감소시킬 수 있는 가장 효과적인 방법이다.	답안을 쓰기 어렵다면 '종업원이 거래를 할 때마다 임원 또는 최고책임자로부터 철저하게 승인을 받게 한다'는 답안도 고려할 수 있다.	CONFIRMED	""
doe-p04-c01-s01-q003	4	1	1	3	18	2018	p.122	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	X회계법인의 김 회계사는 A(주)의 외부감사를 수행 중이다. 김 회계사는 기업과 기업환경을 이해하고 재무제표 및 경영진주장 수준에서 부정이나 오류로 인한 중요왜곡표시위험을 식별·평가하기 위해 위험평가절차를 수행하였다. A(주)는 위험평가절차와 관련하여 임시방편의 절차만 갖추고 있고 문서화된 위험평가절차가 없는 것으로 나타났다. 위 사항과 관련하여 김 회계사가 추가적으로 수행해야 할 절차를 서술하시오.	김 회계사는 재무보고 목적에 관련된 사업위험이 식별되었는지 그리고 이러한 위험에 대해 어떻게 대처하였는지 경영진과 토의해야 한다. 또한 A(주)에 문서화된 위험평가절차가 없는 경우 감사인은 이것이 해당 상황에 적합한지 여부를 평가하여야 한다. 또는 이것이 유의적 내부통제 미비점을 나타내는 것인지 여부를 결정하여야 한다.		CONFIRMED	""
doe-p04-c01-s01-q004	4	1	1	4	17	2017	p.123	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	감사인은 재무제표 및 경영진주장 수준의 중요왜곡표시위험 식별과 평가에 대한 근거를 제공하기 위하여 위험평가절차를 수행해야 한다. 다음은 이러한 위험평가 상황이다. 감사인은 경영진이 관리대상 위험을 식별·대응하기 위하여 위험평가절차를 갖추고 있는지 확인하였고, 감사인은 이러한 위험평가절차가 효과적인지 절차의 내용과 결과를 이해·평가하는 과정에서 경영진은 식별하지 못하였던 중요왜곡표시위험이 존재함을 알게 되었다. 위 상황에서, 경영진이 식별하지 못하였던 중요왜곡표시위험을 감사인은 근원적 위험이라고 판단하였다. 근원적 위험이 존재하는 상황에서 감사인이 수행해야 할 절차를 서술하시오.	① 기업의 위험평가절차가 이를 식별하지 못한 이유를 이해하고, 해당 절차가 기업의 상황에 적합한지 여부를 평가하여야 한다.\n② 기업의 위험평가절차와 관련하여 유의적인 내부통제 미비점이 존재하는지 여부를 결정하여야 한다.		CONFIRMED	""
doe-p04-c01-s01-q005	4	1	1	5	15	2015	p.123-124	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	A(주)의 감사인은 내부통제를 이해하는 과정에서 다음과 같은 통제활동의 미비점을 발견하였다. 각 상황에서 발생할 수 있는 문제점을 답안양식에 따라 서술하시오.\n[상황]\n(1) 현금수납 담당사원이 현금출납장부와 매출채권장부를 동시에 기록하고 있다.\n(2) 대금청구서의 지급을 승인하고 대금을 지급하는 권한이 동일 인물에게 부여되어 있다.\n(3) 대손확정의 승인권한을 갖고 있는 사람에게 매출채권장부를 기록하는 권한이 부여되어 있다.	[답안 표]\n| 상황 | 발생할 수 있는 문제점 |\n|---|---|\n| (1) | 매출채권을 회수하였음에도 불구하고 현금출납장부와 매출채권장부에 기록하지 않을 수 있다. |\n| (2) | 가공거래처의 대금청구서에 대한 지급을 부당하게 승인하고 대금을 가공거래처에 지급하게 하여 횡령할 수 있다. |\n| (3) | 부당하게 대손을 승인하여 매출채권을 제거한 후, 해당 매출채권거래처로부터 부당하게 대금을 수령할 수 있다. |		CONFIRMED	""
doe-p04-c01-s01-q006	4	1	1	6	23	2023	p.124-126	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 기본개념	다음은 매출프로세스 중 고객 마스터 관리 절차의 일부이다. 각 절차가 통제활동에 해당하는지 여부를 기재하고, 통제활동에 해당한다면 회계감사기준에서 제시하는 구체적인 통제활동 중 무엇에 해당하는지 모두 기재하시오.\n[프로세스]\n(M01) 영업팀 담당자는 체결된 판매계약서에 기초하여 고객등록요청서를 작성하고, 영업팀장은 고객등록요청서를 검토하고 승인함.\n(M02) 회계팀 담당자는 계약조건이 K-IFRS 제1115호의 요건을 충족하는지 분석하고, 회계팀장은 매출인식 조건 분석결과를 검토하고 승인함.\n(M03) 회계팀 담당자는 검토가 완료된 계약서의 고객정보, 주요 계약조건 등을 ERP에 입력함.\n(M04) 고객번호가 자동으로 생성되며 고객 마스터에 정보가 등록됨. 마스터 정보 접근권한은 회계팀장을 포함한 일부 인원에게만 부여됨.	[답안 표]\n| 통제 번호 | 통제활동 여부(Y/N) | 통제활동 |\n|---|---:|---|\n| M01 | Y | 승인절차에 해당한다. |\n| M02 | Y | 승인절차에 해당한다. |\n| M03 | N |  |\n| M04 | Y | 논리적 통제에 해당한다. |	감사기준에서는 통제활동 구성요소 내 통제를 권한부여와 승인, 업무분장, 물리적 또는 논리적 통제, 대사, 검증으로 분류한다. 여기서 M04는 마스터 정보 접근권한 제한이므로 논리적 통제에 해당한다.	CONFIRMED	""
doe-p04-c01-s02-q001	4	1	2	1	17	2017	p.126	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 이해와 통제테스트	아래 실증절차의 일환으로 수행된 전산감사와 관련된 요구사항에 답하시오. 감사팀은 회사의 높은 전산의존도와 빅데이터에 대한 전산감사기법의 발달을 고려하여 회사의 연간 매출거래 전체를 대상으로 실증절차를 확대하여 수행하기로 하고, 매출프로세스 관련 전산모듈 데이터를 다운로드 받아 전산데이터 상호 대사를 통해 불일치 항목을 확인하였다. 해당 절차는 회사의 사업연도 매출거래 전체 모집단에 대한 실증절차이며, 내부통제를 의존할 필요가 없으므로 내부통제평가는 수행하지 않기로 하였다. 내부통제 측면에서 위 감사절차의 (1)문제점과 (2)추가할 감사절차를 각각 나누어 기술하시오.	(1) 문제점: 내부통제평가를 수행하지 않기로 하였으나, 실증절차를 수행하기 위한 데이터를 전산으로 다운로드받았다. 그러나 매출프로세스 관련 시스템을 신뢰할 수 없는 상황이므로, 전산으로 다운로드받은 자료의 신뢰성을 확인할 수 없다.\n(2) 추가할 감사절차: 회사의 전산의존도가 높아 실증절차를 위한 데이터가 전산에서 입수가능하므로, 매출프로세스와 관련된 시스템이 효과적으로 설계되어 운영되고 있는지 통제테스트를 수행하여야 한다.		CONFIRMED	""
doe-p04-c01-s02-q002	4	1	2	2	20	2020	p.126-128	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 이해와 통제테스트	Y회계법인은 K(주)의 20×1년 12월 31일 종료 회계연도 재무제표 회계감사를 신규 수임하였다. K(주)는 연간 1조원 규모의 매출이 발생하고, 이 중 7,500억원은 천안 내수용 진공청소기, 2,500억원은 대구 수출용 냉장고 부문에서 발생한다. 진공청소기는 거래처에 물품이 인도된 시점, 수출용 냉장고는 선적 또는 도착 시점에 수익을 인식한다. 월말 매출이 크게 증가하는 경향이 있어 김 회계사는 두 부문의 매출 각각에 대하여 부정위험이 존재하는 것으로 가정하였다. 감사계획상 중요성 금액은 50억원이다.\n[감사계획]\n① 매출 비중이 큰 진공청소기 매출에 대해서는 경영진이 설계·실행·유지하는 통제의 이해를 위한 업무를 수행한다.\n② 진공청소기 매출 관련 통제의 설계가 효과적이고 통제에 의존하는 것이 효율적이면 통제운영의 효과성 테스트를 추가 수행한다. 다만 설계가 효과적이지 않다면 통제운영 효과성 테스트는 생략하고 실증절차를 확대한다.\n③ 진공청소기 매출 관련 통제운영 효과성 테스트 결과 통제가 효과적이면 실증절차는 생략하고 감사종결 단계에서 분석적 절차를 수행한다. 통제가 효과적이지 않다면 실증절차를 확대한다.\n④ 진공청소기에 비해 비중이 낮은 냉장고 매출에 대해서는 통제의 이해 업무를 생략하고 실증절차를 확대한다.\n각 항목별로 감사계획이 적절한지 여부를 기재하고, 적절하지 않은 항목번호에 대하여 그 이유를 서술하시오.	① 적절하다.\n② 적절하다.\n③ 적절하지 않다. 진공청소기가 차지하는 비중이 중요하고, 김 회계사는 진공청소기 부문과 냉장고 부문의 매출 각각에 대하여 부정위험이 존재하는 것으로 가정하였다. 회계감사기준에서는 감사인의 평가결과와 관계없이 중요한 거래유형, 계정잔액 및 공시에 대해서는 반드시 실증절차를 수행하도록 요구하고 있으므로, 내부통제가 효과적으로 운영되고 있다고 평가하더라도 반드시 실증절차를 수행하여야 한다.\n④ 적절하지 않다. 냉장고 매출은 청소기 매출에 비해서 그 비중이 상대적으로 낮다고 하더라도 재무제표에서 차지하는 비중이 중요하고, 매출에 부정으로 인한 중요왜곡표시위험이 존재하는 상황으로서 유의적 위험에 해당한다. 유의적 위험으로 결정된 경우 그 위험에 대처하는 통제를 식별하여 그 통제가 효과적으로 설계되었는지 여부를 평가하고 실행되었는지 여부를 결정하여야 하므로 통제의 이해를 생략해서는 안 된다.		CONFIRMED	""
doe-p04-c01-s02-q003	4	1	2	3	23	2023	p.128	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 이해와 통제테스트	한국회계법인은 1월부터 9월까지의 기간에 대한 매출통제의 운영효과성 테스트를 수행하였다. 기말감사 기간 중 중간기간 이후 잔여기간에 대한 추가적인 감사증거 입수 여부를 결정하기 위해 고려해야 할 요소 중 세 가지를 기재하시오.	다음 중 3가지: ① 통제환경 ② 잔여기간의 정도 ③ 중간기간에 테스트하였던 특정 통제, 그리고 정보시스템·절차·담당자의 변경 등 테스트 이후 특정 통제의 유의적 변경 ④ 경영진주장 수준의 평가된 중요왜곡표시위험의 유의성 ⑤ 감사인이 후속실증절차를 감소시키기 위해 통제에 의존하려는 정도 ⑥ 통제의 운영효과성에 대한 감사증거의 입수 정도		CONFIRMED	""
doe-p04-c01-s02-q004	4	1	2	4	20	2020	p.128-129	위험평가절차에 대한 추가감사절차	통제테스트와 위험평가의 확정	내부통제의 이해와 통제테스트	가나회계법인의 김 회계사는 매출회계전표 승인통제의 운영 효과성에 대한 테스트 계획을 수립하였다.\n[통제운영의 효과성 테스트 수행계획]\n① 부정위험과 관련한 통제운영 효과성 테스트를 위해 20×1년 11월에 20×1년 1월부터 10월까지 20개의 표본을 추출한다. 추출된 표본으로 매출전표 및 증빙문서를 입수하여 회계팀장의 매출전표 승인통제가 효과적으로 운영되고 있는지 확인한다.\n② ①의 통제운영 효과성 테스트 대상 시점 이후 20×1년 11월부터 재무제표일까지의 잔여기간이 길지 않으므로 잔여기간에 대한 추가 감사증거를 수집하지 않을 계획이다.\n항목번호별로 개선이 필요한 점이 있는지 기재하고, 개선이 필요한 항목번호에 대해서는 개선이 필요한 부분만 올바른 계획으로 2줄 이내로 수정하시오.	① 개선이 필요함: 승인절차와 같은 통제는 연중 내내 수행되는 절차이므로 테스트 대상 기간 동안 골고루 표본을 추출하여 승인통제의 효과성을 테스트하여야 한다.\n② 개선이 필요함: 잔여기간이 길지 않다 하더라도 중간기간에 통제테스트를 수행한 경우에는 잔여기간 동안 내부통제가 효과적인지에 대하여 추가적인 감사증거를 입수하여야 한다.		CONFIRMED	""
