id	partNo	chapterNo	sectionNo	problemNo	examYearRaw	examYears	sourcePage	partTitle	chapterTitle	sectionTitle	questionText	answerText	explanationText	checkStatus	note
DoeActualExam_P3_C1_S2_Q001	3	1	2	1	2023	2023	p.70	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사증거의 충분성과 적합성	감사인은 감사의견의 근거가 되는 합리적인 결론을 도출할 수 있도록 충분하고 적합한 감사증거를 입수하여야 한다. 감사증거가 갖추어야 할 속성인 '충분성'에 영향을 미치는 요소와 '적합성' 있는 감사증거가 되기 위한 요건을 회계감사기준에 근거하여 각각 두 가지씩 제시하시오.	① 감사증거의 충분성은 감사증거의 양적 척도이다. 필요한 감사증거의 양은 중요왜곡표시위험에 대한 감사인의 평가와 해당 감사증거의 질에 의해 영향을 받는다(200-13(b)(1)).\n② 감사증거의 적합성은 감사증거의 질적 척도이다. 즉, 감사의견의 기초가 되는 결론을 뒷받침할 때 해당 감사증거의 관련성(목적적합성)과 신뢰성을 의미한다(200-13(b)(1), 200-A32, 500-5(b)).		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q002	3	1	2	2	2018	2018	p.70	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사증거의 양에 영향을 미치는 요인	감사증거가 갖추어야 할 속성으로서 '충분성'은 감사증거의 양적 척도를 말하며, 감사증거의 양을 결정하는 요인에는 왜곡표시위험의 평가수준, 중요성기준(허용오류액), 감사증거의 질이 있다. 이들 각각의 요인이 감사증거의 양에 미치는 영향(관계)을 서술하시오.	각각의 요인들은 감사증거의 양(충분성)에 다음과 같은 영향을 미친다.\n① 왜곡표시위험의 평가수준이 높을수록 감사증거의 양은 증가하여야 한다.\n② 중요성기준이 낮을수록 감사증거의 양은 증가하여야 한다.\n③ 감사증거의 질이 낮을수록 감사증거의 양은 증가하여야 한다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q003	3	1	2	3	2021	2021	p.71	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사증거의 양과 질	나투명 회계사는 감사현장책임자로서 (주)구룡에 대한 감사업무를 수행 중이다. 아래의 밑줄 친 판단이 적절한지 여부를 기재하고, 적절하지 않은 경우 그 이유를 서술하시오.\n\n나투명 회계사는 매출의 발생사실을 검증하기 위해 표본을 추출하여 관련 증빙과 대사를 하던 계정담당회계사로부터 회사가 제공한 원천증빙의 신뢰성이 낮다는 보고를 받았다. 나투명 회계사는 더 많은 감사증거의 입수, 즉 표본수를 증가시키면 감사증거의 낮은 품질을 보완할 수 있다고 판단하고 있다.	적절하지 않다. 왜냐하면, 감사증거의 양을 증가시키더라도 감사증거의 질이 높아지는 것은 아니기 때문이다.	위의 내용과 관련하여 회계감사기준에서는 "감사증거의 충분성과 적합성은 상호 관련되어 있다. 충분성은 감사증거의 양적 척도이다. 필요한 감사증거의 양은 왜곡표시위험에 대한 감사인의 평가에 의해 영향을 받으며(위험이 높다고 평가할수록 요구되는 감사증거의 양은 더 많아질 것임), 감사증거의 질에 의해서도 영향을 받는다(품질이 높을수록 요구되는 감사증거의 양은 더 적어질 것임). 그러나 더 많은 감사증거를 입수하는 것이 곧 그 증거의 낮은 품질을 보완할 수는 없을 것이다(200-A31)."라고 하고 있다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q004	3	1	2	4	2018	2018	p.71	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 적합한 감사증거	감사증거가 갖추어야 할 속성으로서 '적합성'은 감사증거의 질적 척도이다. 적합한 감사증거란 어떠한 감사증거를 의미하는지 서술하시오.	적합한 감사증거가 되기 위해서는 2가지 요건을 충족하여야 한다. 첫 번째 요건은 그 감사증거가 감사인이 확인하고자 하는 경영진주장과 관련성이 있어야 한다는 것이고, 두 번째 요건은 그 감사증거가 신뢰성이 있어야 한다는 것이다. 감사증거의 원천, 감사증거의 성격, 증거의 작성과 유지에 대한 통제는 감사증거의 신뢰성에 영향을 미치는 요소이다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q005	3	1	2	5	2022	2022	p.71	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사증거 입수방법과 감사목적	감사인은 감사목적을 달성하기 위해 다양한 감사증거입수방법을 활용한다. 감사인이 (1) 실재성, (2) 발생사실, (3) 완전성에 대한 합리적 확신을 얻고자 할 때 적합한 감사증거입수방법을 아래에서 모두 선택하시오.\n① 실물검사\n② 문서검사(전진법)\n③ 문서검사(역진법)	실재성은 실물검사와 문서검사 역진방향이 적합하다. 발생사실은 문서검사 역진방향이 적합하다. 완전성은 실물검사와 문서검사 정방향이 적합하다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q006	3	1	2	6	2022	2022	p.72	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사증거의 신뢰성에 영향을 미치는 요소	감사증거의 질적 요건인 적합성은 개념적으로 관련성과 신뢰성 두 요소로 구성된다. 이 중 감사증거의 신뢰성에 영향을 주는 요소를 두 가지 제시하고, 각 요소별로 신뢰성이 높다고 볼 수 있는 예시를 한 가지씩 서술하시오.\n\n<예시>\n| 요소 | 예시 |\n|---|---|\n| 감사증거의 원천 | 기업 내부가 아닌 외부의 독립된 원천에서 감사증거를 입수한 경우 |	① 감사증거의 성격: 문서증거가 구두증거보다 신뢰성이 높다.\n② 감사증거의 작성과 유지에 대한 통제: 내부증거는 그 작성과 유지에 대한 통제 등의 내부통제가 효과적일 때 신뢰성이 높다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q007	3	1	2	7	2021	2021	p.72-73	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 수익인식 조건과 감사증거의 적합성	나투명 회계사는 감사현장책임자로서 (주)구룡에 대한 감사업무를 수행 중이다. 아래의 밑줄 친 판단이 적절한지 여부를 기재하고, 적절하지 않은 경우 그 이유를 서술하시오.\n\n(주)구룡은 FOB선적지인도조건, FOB도착지인도조건 등으로 수출을 하고 있다. 나투명 회계사는 수출금액에 대한 경영진주장 중 발생사실과 기간 귀속의 적정성을 확인하기 위해 매출원장에서 표본을 추출하였다. 회사는 관련 증빙으로 선적서류와 송장을 제공하였다. 나투명 회계사는 이 증빙들이 검증하고자 하는 경영진주장 모두를 확인하는데 적합한 감사증거라고 판단하고 있다.	(1) 적절하지 않다.\n(2) 왜냐하면, 선적서류는 선적시에 수익을 인식하는 선적지인도조건의 경우에는 적합한 감사증거가 될 수 있으나, 도착시점에 수익을 인식하는 도착지인도조건에 대해서는 적합한 감사증거가 될 수 없기 때문이다. 따라서, 도착지인도조건의 수익의 귀속시기를 확인하기 위해서는 도착관련 서류를 확인하였어야 한다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q008	3	1	2	8	2021	2021	p.72-73	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - IPE의 신뢰성 평가절차	정보기술(IT: Information Technology)이 발전하면서 기업이 생산한 정보(IPE: Information Produced by the Entity)의 신뢰성 검증이 점차 중요해지고 있다. 매출채권연령분석프로그램을 통해 생성된 매출채권연령분석보고서와 같이 회사의 전산시스템을 통해 생성되는 정보(system-generated reports)가 대표적인 IPE이다. 감사인은 IPE를 감사증거로 사용할 때, 해당 정보가 감사인의 목적을 위해 충분히 신뢰할만한지 평가하여야 한다. 이를 위해 감사인이 수행해야 할 절차 두 가지를 서술하시오.	① 해당 정보의 정확성과 완전성에 대한 감사증거를 입수함\n② 정보가 감사인의 목적을 위해 충분히 정확하고 자세한지 여부를 평가함		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q009	3	1	2	9	2017	2017	p.73	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 전산감사 절차의 감사증거력	아래 실증절차의 일환으로 수행된 전산감사와 관련된 요구사항에 답하시오.\n\n감사팀은 회사의 높은 전산의존도와 빅 데이터(big data)에 대한 전산감사기법의 발달을 고려하여 회사의 연간 매출거래 전체를 대상으로 실증절차를 확대하여 수행하기로 하고, 아래와 같이 감사절차를 계획하였다.\n• 매출프로세스 관련 회사의 전산시스템 상 매출주문접수, 제품배송, 매출대금청구, 매출대금회수에 관련된 각각의 전산모듈에서 해당 사업연도 전체의 전산데이터를 다운로드 받았다. 각각의 전산데이터를 상호 대사하여 불일치하는 항목이 있는지 확인하였다.\n• 상기 감사절차는 회사의 사업연도 매출거래 전체 모집단에 대해 실증절차를 수행하는 것이다. 따라서 내부통제를 의존할 필요가 없으므로 내부통제평가는 수행하지 않기로 하였다.\n\n[요구사항]\n감사증거력 측면에서 (1) 위 감사절차의 문제점과 (2) 추가할 감사절차를 기술하시오.	(1) 위 감사절차의 문제점\n감사인은 매출과 관련된 전산데이터를 상호 대사하여 불일치하는 항목이 있는지 확인하였는데, 회사의 전산데이터는 내부증거로서 증거력(신뢰성)이 낮다는 문제점이 있다. 따라서 그 내부증거의 작성과 유지에 대한 통제가 효과적인지에 대한 감사증거를 입수하였어야 하나 감사인은 내부통제평가를 수행하지 않았다.\n\n(2) 추가할 감사절차\n회사의 전산매출자료를 감사증거로 활용하기 위해서는 매출 관련 전산시스템이 효과적으로 운영되고 있는지에 대한 감사증거를 입수하기 위하여 통제테스트를 수행하여야 한다. 또한 매출과 관련된 내부증거의 증거력을 보완하기 위하여 회사 외부의 독립된 원천에서 감사증거를 입수할 필요가 있다.	위 답안은 감사증거의 신뢰성에 영향을 미치는 요소 중 증거의 원천, 증거의 작성과 유지에 대한 통제에 대한 내용으로 구성한 것이다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q010	3	1	2	10	2018	2018	p.74	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사문서의 목적	감사인은 수행한 감사절차, 입수한 감사증거 및 도달한 결론을 감사문서(감사조서)로 기록하여야 한다. 감사인이 감사문서(감사조서)를 작성하는 가장 주요한 목적 두 가지를 서술하시오.	감사인이 감사문서를 작성하는 주된 이유는 감사문서가 다음의 두 가지 증거를 제공하기 때문이다.\n① 전반적인 감사목적의 달성에 관한 결론의 근거\n② 감사가 감사기준과 관련법규의 요구사항에 따라 계획되고 수행되었다는 사실		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q011	3	1	2	11	2025	2025	p.74	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사조서의 작성 및 취합	아래 기술된 감사조서의 작성 및 취합과 관련된 항목 중에 적절하지 않은 항목을 모두 골라 그 이유를 2줄 이내로 서술하시오.\n\n| 항목 | 감사조서의 작성 및 취합 |\n|---|---|\n| ① | 수행한 감사절차에 대한 문서화는 수행한 절차의 성격, 범위 및 시기가 명확히 보여지도록 최종감사파일 취합기한까지 완료한다. |\n| ② | 외부조회서 등 중요한 감사증거는 향후 감독기관의 감리 등에 대비하여 사본을 취합하고, 원본은 별도로 잠금장치가 구비된 회계법인 공용 문서고에 보관한다. |\n| ③ | 감사조서는 완전하게 취합되어야 하므로, 절차수행 과정에서 입수한 모든 문서를 최종감사파일로 취합한다. |	| 항목 | 이유 |\n|---|---|\n| ① 수행한 감사절차에 대한 문서화는 수행한 절차의 성격, 범위 및 시기가 명확히 보여지도록 최종감사파일 취합기한까지 완료한다. | 감사문서를 적시에 충분하고 적합하게 작성하는 것은 감사품질을 높이는 데 도움을 주며, 감사업무 수행 후에 작성된 감사문서는 감사업무 수행 중에 작성된 것보다 정확성이 낮다(230-A1). |\n| ② 외부조회서 등 중요한 감사증거는 향후 감독기관의 감리 등에 대비하여 사본을 취합하고, 원본은 별도로 잠금장치가 구비된 회계법인 공용 문서고에 보관한다. | 감사조서에는 외부조회서의 원본이 취합되어야 하고, 회계법인 공용이 아니라 업무수행팀(또는 감사본부)별로 별도의 잠금장치가 구비된 문서고에 보관되어야 한다. |\n| ③ 감사조서는 완전하게 취합되어야 하므로, 절차수행 과정에서 입수한 모든 문서를 최종감사파일로 취합한다. | 감사인은 교체된 감사조서 및 재무제표의 교체 전 초안, 불완전하거나 예비적인 생각을 나타낸 기록, 기재 상의 실수나 기타 오류사항을 수정하기 전의 원고, 문서의 사본 등은 감사문서에 포함시킬 필요가 없다(230-A4). |		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q012	3	1	2	12	2018	2018	p.75	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 감사문서의 소유권과 보존기간	감사증거(또는 감사증거의 입수방법)와 감사문서(감사조서)에 대한 다음의 설명이 옳은지 판단하고, 옳지 않을 경우 그 이유를 설명하시오.\n① 감사문서(감사조서)의 소유권은 감사인에게 있으나, 감사인의 비밀유지의무에 따라 사용이나 처분에 제한이 따른다.\n② 우리나라의 현행 법규상 감사인은 감사문서(감사조서)를 재무제표 종료일로부터 8년간 보존해야 한다.	| 설명 | 판단/이유 |\n|---|---|\n| ① 감사문서(감사조서)의 소유권은 감사인에게 있으나, 감사인의 비밀유지의무에 따라 사용이나 처분에 제한이 따른다. | 옳다. |\n| ② 우리나라의 현행 법규상 감사인은 감사문서(감사조서)를 재무제표 종료일로부터 8년간 보존해야 한다. | 옳지 않다. 왜냐하면 재무제표 종료일이 아니라 감사종료일로부터 8년간 보존해야 하기 때문이다. |		CONFIRMED	OCR 원문 반영
DoeActualExam_P3_C1_S2_Q013	3	1	2	13	2020	2020	p.75	회계감사의 시작과 위험평가절차	회계감사수행을 위한 기초지식	감사증거와 요건 - 최종감사파일 완료 후 감사문서 수정	감사인은 최종감사파일의 취합 완료 후 감사문서를 삭제하거나 폐기해서는 안 된다. 다만 감사인은 최종감사파일의 취합 완료 후 기존 감사문서를 수정하거나 새로운 감사문서를 추가할 필요성이 있을 수 있다. 감사인이 기존 감사문서의 수정 또는 새로운 감사문서를 추가할 경우 문서화해야 할 사항 두 가지를 각각 1줄 이내로 서술하시오(단, 감사보고서일 후 추가적 감사절차를 수행하거나 새로운 결론을 도출한 사항은 없음).	① 감사문서를 수정하거나 추가하는 구체적 이유\n② 감사문서를 수정, 추가하고 이를 검토한 사람과 그 시기		CONFIRMED	OCR 원문 반영
