id	partNo	chapterNo	sectionNo	problemNo	examYearRaw	examYears	sourcePage	partTitle	chapterTitle	sectionTitle	questionText	answerText	explanationText	checkStatus	note
DoeActualExam_P1_C3_S2_Q001	1	3	2	1	25	2025	p.28	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음 각 상황은 독립적이다. 회계법인이 감사업무를 수임할 수 있는지를 상황별로 판단하고, 그 근거를 각각 1줄 이내로 서술하시오.\n\n(1) 정승회계법인은 회원제골프장을 운영하는 (주)CC의 감사업무를 수임하려는 과정에서 컨설팅본부 소속 사원인 이황희 회계사가 (주)CC로부터 정상가액인 1억원에 골프회원권을 취득한 사실을 알게 되었다.\n(2) 한국회계법인은 확정급여채무금액 산출과 관련되는 보험계리업무를 (주)P에게 제공하고 있다. 이러한 상황에서 한국회계법인은 (주)P의 지배기업인 (주)I에 대한 그룹재무제표감사업무의 수임이 가능한지를 검토하고 있다. (주)P는 (주)I의 그룹재무제표에서 유의적일 것으로 예상되는 부문에 해당한다.\n(3) 한국회계법인은 (주)카드의 감사업무를 수임하려는 과정에서, 감사본부 소속 사원인 이지은 회계사가 약관에 따라 (주)카드에서 발급받은 신용카드를 이용하여 8천만원 상당의 차량을 한달 전에 2개월 균등할부로 구매하였음을 알게 되었다.\n(4) 한국회계법인 감사본부 소속 사원인 김투명 회계사는 (주)D의 감사업무 수임가능성을 검토하고 있다. 김투명 회계사는 세무본부 소속 사원인 나인정 회계사의 배우자가 (주)D의 마케팅 담당임원으로 근무하고 있음을 확인하였다.\n(5) 민국회계법인은 주권상장법인 감사인으로 등록되지 않은 법인이었는데, 최근에 대한회계법인을 흡수합병하여 주권상장법인 감사인으로 등록하였다. 합병 후, 민국회계법인의 계속감사거래처였던 (주)E와 감사계약을 체결하려고 한다. 그런데 대한회계법인이 (주)E의 지분 10%를 보유하고 있음이 확인되었다.	| 상황 | 수임가능 여부 | 근거 |\n|---|---|---|\n| (1) | 여 | 해당 골프회원권은 감사계약을 체결하기 전에 정상가액 또는 약관에 따라 취득한 것이기 때문이다. |\n| (2) | 부 | 감사계약을 체결하고 있는 동안에는 회사뿐만 아니라 종속기업에 대해서도 보험계리업무를 동시에 수행할 수 없기 때문이다. |\n| (3) | 여 | 해당 신용카드채무는 감사계약을 체결하기 전에 약관에 따라 발생한 채무에 해당할 뿐만 아니라, 감사계약을 체결한 후에 발생한 신용카드채무라 하더라도 지급기일이 2개월 이내인 채무 중 연체되지 않은 채무는 채권·채무에서 제외된다. |\n| (4) | 부 | 비록 나인정 회계사가 세무본부 소속의 사원이라 하더라도, 회계법인의 사원의 배우자가 임원으로 근무하고 있는 회사에 해당하기 때문이다. |\n| (5) | 부 | 공인회계사법은 회계법인의 사원이 감사기간 중 합병·상속·소송 등에 따라 비자발적으로 취득한 후 해당 주식 또는 출자지분을 지체 없이 처분한 경우에는 해당 회사에 대한 감사업무를 수행할 수 있도록 하고 있다. 그러나 민국회계법인은 E(주)와 감사계약을 체결하기 전에 대한회계법인을 합병하였으므로 이에 해당하지 않고, 대한회계법인이 보유하고 있던 (주)E의 지분도 지체 없이 처분하지 않았기 때문이다. |	상황 (5)와 관련하여, 공인회계사법 시행령에서는 “다만, 감사기간 중 합병·상속 또는 소송 등에 따라 주식 또는 출자지분을 비자발적으로 취득한 후 해당 주식 또는 출자지분을 지체 없이 처분한 경우에는 제외한다”고 하고 있다.	CONFIRMED	OCR 원문 반영 | 표 구조 반영
DoeActualExam_P1_C3_S2_Q002	1	3	2	2	24	2024	p.29	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 각 상황 중 독립성이 훼손된 상황을 골라, 그 이유를 2줄 이내로 서술하시오.\n\n(1) A회계법인의 사원인 김대한 회계사는 갑은행의 재무제표감사를 수행하고 있다. 김대한 회계사는 감사를 수행하기 전부터 갑은행에서 2억원의 주택담보대출을 받았다. 감사기간 동안 동 주택담보대출의 만기가 도래하여 동일한 조건으로 만기를 연장하였다.\n(2) B회계법인의 사원인 김한국 회계사는 (주)대한그룹의 재무제표감사를 수행하고 있다. (주)대한그룹으로부터 받은 감사보수 총액이 B회계법인의 연간 전체 매출액의 30%에 달한다.\n(3) C회계법인의 사원인 김만세 회계사는 을은행의 재무제표감사를 수행하고 있다. 감사기간 중 김만세 회계사는 여유자금이 생겨 5천만원을 한도로 예금자보호법을 적용받는 을은행의 예금상품에 새로 가입하였다.\n(4) D회계법인은 (주)대한교육과 IT교육프로그램을 공동으로 개발·판매하고 있다. D회계법인의 전체 매출액에서 해당 판매수익이 차지하는 비중은 경미하지만, (주)대한교육의 전체 매출액에서 차지하는 비중은 높다.	| 독립성 훼손 상황 | 이유 |\n|---|---|\n| (3) | 감사기간 중에 발생한 예금채권은 독립성을 판단할 때 제외되는 채권에 해당하지 않는다. 따라서 회계법인의 사원이 감사의뢰인과 채권·채무관계로 인하여 그 이기적 위협이 심각하기 때문이다. |\n| (4) | 감사인과 의뢰인이 친밀한 사업관계에 있는 경우로서, (주)대한교육의 전체 매출액에서 IT교육프로그램의 판매수익이 차지하는 비중이 높아 이기적 위협이 심각하기 때문이다. |	상황 (1)의 경우, 만기만 연장한 것이기 때문에 독립성이 훼손되는 채무관계에서 제외된다. 상황 (2)의 경우 이기적 위협이 발생할 수 있으나 심각한 수준이 아니므로, 안전장치를 마련하면 된다.	CONFIRMED	OCR 원문 반영 | 표 구조 반영
DoeActualExam_P1_C3_S2_Q003	1	3	2	3	22	2022	p.30	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 각 독립적 상황별로 A회계법인의 외부감사업무 수임가능 여부를 판단하고, 그 이유를 서술하시오.\n\n(1) (주)민국은 A회계법인에 (주)민국의 자기주식을 대가로 제공하는 조건으로 외부감사를 의뢰하였다.\n(2) A회계법인의 업무수행이사인 나똑똑 회계사는 여유자금을 운용할 목적으로 (주)만세의 주식에 70% 투자하고 있는 펀드에 가입하였다. 해당 펀드 투자 금액이 나똑똑 회계사의 전체 재산에서 차지하는 비중은 미미하다. (주)만세는 A회계법인에 외부감사를 의뢰한 상황이다.	| 상황 | 수임가능 여부 | 이유 |\n|---|---|---|\n| (1) | 부 | A회계법인이 감사업무의 대가로 (주)민국으로부터 자기주식을 수령할 경우 이기적 위험으로 인하여 독립성이 훼손되기 때문이다. |\n| (2) | 여 | 나똑똑 회계사가 가입한 펀드가 (주)만세의 주식을 보유하고 있어서 A회계법인은 (주)만세와 간접적인 재무적 이해관계가 있지만, 펀드에 가입한 금액이 나똑똑 회계사의 재산에서 차지하는 비중이 미미하여 그 영향이 중요하지 않기 때문이다. |		CONFIRMED	OCR 원문 반영 | 표 구조 반영
DoeActualExam_P1_C3_S2_Q004	1	3	2	4	21수정	2021	p.30	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 각 독립적 상황별로 한국회계법인의 재무제표 감사업무에 대한 독립성 충족여부, 그리고 관련되는 독립성 훼손위협의 종류를 쓰시오.\n\n(1) 한국회계법인의 업무수행이사인 나투명 회계사는 대한은행에서 약관에 따라 주택담보대출로 9천만원을 차입한 상태에서 한국회계법인은 대한은행과 감사계약을 체결하였다.\n(2) 한국회계법인은 (주)대한에 대해 감사업무와 관련된 채권 5천만원과 금전소비대차거래로 인한 채권 1억 2천만원을 가지고 있다.\n(3) 한국회계법인은 (주)대한의 신규 감사인이며, 한국회계법인 업무수행이사의 배우자는 (주)대한의 재무담당이사였다가 2년 전에 퇴직하였다. 업무수행이사의 배우자는 퇴직 후 (주)대한의 주식을 취득하여 소유하고 있다.	| 상황 | 독립성 충족 여부 | 관련 독립성 훼손위협 |\n|---|---|---|\n| (1) | 독립성 충족 | 이기적 위협 |\n| (2) | 독립성 훼손 | 이기적 위협 |\n| (3) | 독립성 훼손 | 이기적 위협 |	상황 (1)의 경우 감사가 시작하기 전에 금융기관으로부터 약관에 따라 차입한 주택담보대출에 해당하므로 채무금액과 상관없이 독립성이 훼손되지 않는다. 또한, 위험이 존재할 경우 그 심각성을 평가하여 독립성 훼손여부를 판단하므로, 위험의 존재 자체가 독립성 훼손을 의미하는 것은 아니라는 점을 유의하여야 한다.\n상황 (2)의 경우 직무 관련 채권은 제외되지만, 금전소비대차 거래로 인한 채권이 1억 2천만원으로서 1억원 이상이므로 독립성이 훼손되었다.\n상황 (3)의 경우 업무수행이사의 배우자가 2년 전에 퇴직하였으므로 유착위협으로 인하여 독립성이 훼손된 것은 아니지만, 감사대상회사의 주식을 소유하고 있으므로 이기적 위험으로 인하여 독립성이 훼손되었다.	CONFIRMED	OCR 원문 반영 | 표 구조 반영
DoeActualExam_P1_C3_S2_Q005	1	3	2	5	18수정	2018	p.31	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 내용을 읽고 아래의 요구사항에 답하시오.\n\nY회계법인의 감사본부는 건설 및 분양사업을 영위하고 있는 C(주)와 감사계약을 추진하고 있다. Y회계법인의 감사본부는 건설업에 대해 높은 수준의 전문지식과 감사경험을 보유하고 있다. 한편 Y회계법인의 세무본부 파트너(사원)인 이 회계사는 감사계약을 체결하기 전에 C(주)가 분양한 아파트에 입주하면서 부족한 구입자금 7천만원을 C(주)로부터 차입한 상황이다. C(주)는 목적사업에는 자금대여가 포함되어 있지 않으며, Y회계법인의 감사본부와 세무본부는 독립채산제로 운영되고 있다.\n\n[요구사항] Y회계법인이 C(주)의 감사계약 의뢰를 수용할 수 있는지 여부를 밝히고, 그 이유 또는 근거를 서술하시오.	(1) 결론 : 수용할 수 없다.\n(2) 근거 : 공인회계사법에 의하면 상거래를 위해 약관에 따라 체결된 3천만원 미만의 채권 또는 채무는 직무를 제한하는 채권 또는 채무에는 제외되지만, C(주)는 건설 및 분양사업을 영위하고 있지만 자금대여업은 목적사업에 해당하지 않으므로 이 회계사의 채무는 상거래를 위해 약관에 따라 체결된 채무가 될 수 없을 뿐만 아니라 그 금액도 3천만원 이상으로서 이기적 위험으로 인하여 독립성이 훼손되었기 때문이다.	C(주)는 금융기관이 아니므로 이 회계사의 채무는 약관에 따라 체결된 금융상품계약으로 발생한 채무에 해당하지 않는다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P1_C3_S2_Q006	1	3	2	6	15	2015	p.32	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	회사와 감사인은 감사를 수행하기 전에 감사계약을 체결한다. 공인회계사 윤리규정은 성공보수를 조건으로 감사계약을 체결하는 것을 금지하고 있다. 감사계약이 성공보수를 조건으로 체결될 경우 발생할 수 있는 위험은 무엇인지를 그 이유와 함께 서술하시오.	감사계약이 성공보수를 조건으로 체결될 경우 이기적 위험과 변호위험이 발생할 수 있다. 왜냐하면 감사인이 성공보수 조건으로 감사계약을 체결할 경우 성공보수를 수령하기 위해서 회사의 상황을 지나치게 옹호하여 독립성을 훼손해서라도 성공보수 조건을 달성하려고 하기 때문이다.	발생할 수 있는 위험의 이유를 관련 위험의 정의를 활용하여 답안을 구성한 것이다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P1_C3_S2_Q007	1	3	2	7	25	2025	p.32	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 상황에서, 회계법인이 감사업무를 수임하는 경우 독립성 훼손위험이 발생하는지를 판단하고, 발생가능한 훼손위험의 종류를 윤리기준에 근거하여 모두 기재하시오. 또한, 회계법인이 훼손위험을 수용가능한 수준으로 감소시키고 감사업무를 수임하기 위해 수행하여야 할 안전장치(절차)를 세 가지 서술하시오.\n\n한국회계법인은 상장기업 (주)B의 감사업무를 수임하려는 과정에서, (주)B에 대한 조세불복업무를 세무본부에서 성공보수 조건으로 수임하여 수행 중인 사실을 확인하였다.	(1) 독립성 훼손위험이 발생한다.\n(2) 위험의 종류 : 이기적 위험과 변호위험\n(3) 안전장치는 다음과 같다.\n① 보수의 성격과 범위를 감사위원회 등 내부감시기구에 보고\n② 독립된 제3자에 의한 최종보수의 검토 또는 결정\n③ 품질관리 정책과 절차	윤리기준은 성공보수와 관련된 안전장치를 문단 240.4와 문단 290.212에서 규정하고 있는데 실질적인 내용의 차이는 없다. 다만, 문단 240.4의 안전장치는 비감사업무의 성공보수와 관련된 일반적인 안전장치이고, 문단 290.212는 회계법인이 인증의뢰인에게 제공하는 비인증업무와 관련하여 성공보수를 지급받기로 한 경우의 안전장치이다. 해당 요구사항의 경우 한국회계법인은 감사업무를 수임하려는 과정에서 조세불복업무를 성공보수 조건으로 수임하여 수행 중인 사실을 확인하였으므로, 출제의도는 290.212의 안전장치라는 것을 알 수 있다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P1_C3_S2_Q008	1	3	2	8	23	2023	p.33	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	한국회계법인의 사원인 나 회계사는 세무소송 자문용역 계약을 (주)B와 체결하고 세무소송에서 승소하는 경우 자문수수료를 승소금액의 일정비율로 받기로 하였다. 이 경우 발생하게 되는 독립성 훼손위험에 대응하여 한국회계법인이 고려할 수 있는 안전장치 중 두 가지를 각각 2줄 이내로 서술하시오(단, 아래 예시는 제외할 것).\n\n<예시> 업무담당 회계사가 수행한 업무를 객관적인 제3자가 검토함.	한국회계법인이 고려할 수 있는 안전장치는 다음과 같다(다음 중 2가지).\n① 보수의 산정근거와 관련하여 의뢰인에게 서면으로 된 사전동의서를 징구함\n② 개업공인회계사가 수행한 업무결과를 이용할 것으로 예정된 자에게 수행한 업무의 내용과 함께 보수의 산정근거를 제시함\n③ 품질관리 정책과 절차	해당 물음의 경우 한국회계법인은 (주)B에 대하여 감사업무를 수행하고 있다는 별도의 언급을 하지 않았고, 예시의 안전장치도 240.4의 안전장치 중 한 가지이므로, 출제의도는 240.4의 안전장치라는 것을 알 수 있다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P1_C3_S2_Q009	1	3	2	9	20	2020	p.34	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	감사인은 재무제표 감사업무와 관련된 독립성 요구사항 등 윤리적 요구사항을 준수하여야 한다. 공인회계사 윤리기준에 근거하여 다음의 상황별로 아래의 요구사항에 답하시오.\n\n[상황]\n(1) 한국회계법인은 (주)민국으로부터 재무제표감사를 의뢰받았다. (주)민국의 지배기업은 (주)대한이며, (주)민국은 (주)대한의 유의적 부문에 해당한다. 한편, 한국회계법인은 (주)민국으로부터 재무제표 감사를 의뢰받은 시점에 (주)대한과 중요한 재무적 이해관계를 가지고 있다.\n(2) 한국회계법인은 (주)서울로부터 재무제표 감사를 의뢰받았다. (주)서울은 한국회계법인에게 감사보수로 보유중인 자기주식을 제공할 예정이다.\n(3) 한국회계법인은 (주)강남과 인증업무 계약을 추진 중이다. 한국회계법인은 (주)강남과 중요한 간접적인 재무적 이해관계를 가지고 있다.\n\n[요구사항] 각 상황별로 한국회계법인이 해당 감사업무 또는 인증업무를 수행할 수 있는지 여부를 결정하고, 수행가능한 경우 한국회계법인이 해당 감사업무 등을 실제로 수행하기 위해 필요한 대책이 있으면 그 대책을 서술하시오.	| 상황 | 수행 가능 여부 | 대책 |\n|---|---|---|\n| (1) | 수행 불가 |  |\n| (2) | 수행 불가 |  |\n| (3) | 수행 불가 |  |	상황 (1)과 관련하여 공인회계사윤리기준의 문단 290.115는 “회계법인 등이 재무제표감사의뢰인에 대하여 지배력을 가지고 있는 자와 중요한 재무적 이해관계를 가지는 경우 이기적 위험이 발생한다. 이러한 위험은 독립성에 매우 심각한 영향을 미치므로 이러한 위험을 수용가능한 수준 이하로 감소시킬 수 있는 안전장치가 없을 것이다.”라고 하고 있다.	CONFIRMED	OCR 원문 반영 | 표 구조 반영
DoeActualExam_P1_C3_S2_Q010	1	3	2	10	22	2022	p.35	회계감사의 기초	감사인의 독립성과 품질관리	5가지 위험과 독립성	다음의 내용을 읽고 그 내용이 옳은지 판단하고, 옳지 않을 경우 그 이유를 설명하시오.\n\n개업공인회계사는 전문서비스의 제안과 관련하여 보수를 협상함에 있어서 본인이 적절하다고 생각하는 보수를 얼마든지 제시할 수 있다. 따라서 어느 한 개업공인회계사가 다른 개업공인회계사보다 낮은 보수를 제시하는 것, 그 자체로는 비윤리적인 것이 아니다.	옳다.		CONFIRMED	OCR 원문 반영
