id	partNo	chapterNo	sectionNo	problemNo	examYearRaw	examYears	sourcePage	partTitle	chapterTitle	sectionTitle	questionText	answerText	explanationText	checkStatus	note
DoeActualExam_P2_C2_S1_Q001	2	2	1	1	21	2021	p.62	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	감사대상 재무제표는 기업의 경영진에 의해 작성되며, 회계감사기준에 따른 감사는 경영진이 해당 감사를 수행하는 데 있어 근본적인 책임을 인정하고 있다는 전제 아래 수행된다. 재무제표감사의 전제로 요구되는 경영진(적절한 경우 지배기구를 포함)의 책임 중 두 가지를 서술하시오(단, 아래 <예시>는 제외할 것).\n\n<예시> 해당 재무보고체계에 따라 재무제표를 작성할 책임	경영진의 책임 중 두 가지는 다음과 같다.\n① 부정이나 오류로 인한 중요한 왜곡표시가 없는 재무제표를 작성하기 위하여 경영진이 필요하다고 결정한 내부통제에 대한 책임\n② 감사인에게 다음 사항들을 제공할 책임\n㉠ 기록, 문서, 기타사항 등 재무제표의 작성과 관련하여 경영진이 알고 있는 모든 정보에 대한 접근\n㉡ 감사인이 감사증거를 입수하기 위해 필요하다고 판단한 기업 내부관계자들에 대한 제한 없는 접근\n㉢ 감사인이 감사목적으로 경영진에게 요청하는 모든 추가정보		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S1_Q002	2	2	1	2	14	2014	p.62-63	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	A사의 파격적으로 낮은 감사보수계약 체결 소문을 들은 코스닥시장상장법인 Z사는 한국회계법인에 차년도 감사계약 체결가능성을 문의하여 왔다. 이에 한국회계법인은 Z사와 접촉하였으며, 그 과정에서 Z자가 현 감사인의 높은 감사보수와 지나치게 까다로운 감사절차 및 많은 감사증거 요구에 대해서 불만을 갖고 있었음을 알게 되었다. 위 상황을 인지한 후 한국회계법인은 Z사와 감사업무를 수임할지 여부를 결정하기 위해서 회계감사기준에서 정한 감사의 전제조건(preconditions for an audit)의 충족여부를 검토하고 다음과 같이 판단하였다.\n\n· 신규수임 고려시 재무제표 작성에 적용되는 재무보고체계가 수용가능한지 여부를 판단한 결과, 한국채택국제회계기준(K-IFRS)을 적용할 것이므로 문제가 없다고 판단하였다.\n· 반면에 입수한 상황정보에 근거하여 볼 때 Z사 경영진으로부터 회계감사와 관련된 경영진 책임을 인정하고 이해하고 있다는 동의가 필요하다고 판단하였다.\n\n[요구사항]\n한국회계법인은 감사수행의 전제로서 Z사 경영진으로부터 “경영진의 책임을 인정한다”는 동의절차를 취하고자 한다. 이러한 절차의 대상이 되는 회계감사 관련 경영진 책임 3가지 중 2가지를 각각 2줄 이내로 기재하시오.	① 관련사항이 있는 경우 재무제표의 공정표시를 포함하여, 해당 재무보고체계에 따라 재무제표를 작성할 책임\n② 부정이나 오류로 인한 중요한 왜곡표시가 없는 재무제표를 작성하기 위하여 경영진이 필요하다고 결정한 내부통제에 대한 책임\n③ 감사인에게 다음 사항들을 제공할 책임\n㉠ 기록, 문서, 기타사항 등 재무제표의 작성과 관련하여 경영진이 알고 있는 모든 정보에 대한 접근\n㉡ 감사인이 감사증거를 입수하기 위해 필요하다고 판단한 기업 내부관계자들에 대한 제한 없는 접근\n㉢ 감사인이 감사목적으로 경영진에게 요청하는 모든 추가정보		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S1_Q003	2	2	1	3	20	2020	p.63-65	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	다음은 경북(주)의 20×1년 감사계약서 초안이다(단, 감사인은 법규가 적절하게 경영진의 책임을 규정하지 않은 것으로 결정했음).\n\n경북 주식회사\n경영진 귀중\n\n감사의 목적과 범위\n귀사는 우리에게 경북 주식회사의 20×1년 12월 31일 현재의 재무상태표와 동일로 종료되는 보고기간의 포괄손익계산서, 자본변동표, 현금흐름표 그리고 유의적인 회계정책의 요약을 포함한 재무제표의 주석에 대한 감사를 요청하였습니다.\n… 중략 …\n\n감사인의 책임\n우리는 감사기준에 따라 감사를 수행할 것입니다. 이 기준은 우리가 윤리적 요구사항을 준수하도록 요구하고 있습니다. 감사기준에 따른 감사의 일부로서 우리는 감사의 전 과정에 걸쳐 전문적인 판단을 수행하고 전문적인 의구심을 유지하고 있습니다.\n… 중략 …\n· 경영진의 회계의 계속기업전제 사용의 적절성과, 입수한 감사증거를 근거로 계속기업으로서의 존속능력에 대하여 유의적 의문을 초래할 수 있는 사건이나 상황과 관련된 중요한 불확실성이 존재하는지 여부에 대하여 결론을 내립니다.\n… 중략 …\n\n경영진의 책임과 해당 재무보고체계의 식별\n우리의 감사는 경영진이 다음 사항에 대하여 책임이 있음을 인정하고 이해한다는 것을 토대로 하여 수행될 것입니다.\n(a) 한국채택국제회계기준에 따라 재무제표를 작성하고 공정하게 표시할 책임\n(b) 부정이나 오류로 인한 중요한 왜곡표시가 없는 재무제표를 작성하기 위해 경영진이 필요하다고 결정한 내부통제에 대한 책임\n(c) 우리에게 다음 사항을 제공할 책임\n①\n②\n③\n\n우리는 감사과정 중 일부로서 경영진이 감사와 관련하여 우리에게 행한 진술에 관해서 서면확인을 요청할 것입니다.\n… 중략 …\n본 계약서에 첨부된 사본에 서명하신 후 회송하여 주시기 바랍니다.\n\nXYZ 회계법인\n경북 주식회사를 대표하여 확인하고 동의함\n(서명)\n대표이사 △△△\n20××년 ××월 ××일\n\n감사계약서의 “경영진의 책임과 해당 재무보고체계의 식별” 문단 중 ‘(c)’와 관련하여 경영진이 감사인에게 제공하여야 할 사항 세 가지를 서술하시오.	경영진이 감사인에게 제공하여야 할 사항 세 가지는 다음과 같다.\n① 기록, 문서, 기타사항 등 재무제표의 작성과 관련하여 경영진이 알고 있는 모든 정보에 대한 접근\n② 감사인이 감사증거를 입수하기 위해 필요하다고 판단한 기업 내부관계자들에 대한 제한 없는 접근\n③ 감사인이 감사목적으로 경영진에게 요청하는 추가적인 정보		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S1_Q004	2	2	1	4	14	2014	p.65	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	다음의 내용을 읽고 그 내용이 옳은지 판단하고, 옳지 않을 경우 그 이유를 설명하시오.\n\n그룹감사의 수용과 유지(acceptance and continuance)의 과정에서 그룹경영진에 의한 제약으로 인해 그룹업무팀이 충분하고 적합한 감사증거 입수가 불가능할 경우, 그룹재무제표에 대해서 의견거절을 표명하게 될 것으로 예상되는 상황이라면, 감사인은 새로 선임되는 경우에는, 그룹재무제표에 대한 감사를 가능한 범위까지 수행하고 그룹재무제표 감사보고서에는 의견표명을 거절한다.	(1) 결론: 옳지 않다.\n(2) 근거: 감사업무의 수임 전에 그룹경영진이 감사인의 업무범위에 제한을 부과하고, 그 결과 의견거절이 표명될 것으로 예상된다면 감사업무를 수임해서는 안 되기 때문이다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S1_Q005	2	2	1	5	18	2018	p.65-66	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	감사인이 충분하고 적합한 감사증거를 입수하지 못할 경우에 취해야 하는 조치를 감사단계별(감사절차 수행단계는 제외)로 서술하시오.\n\n| 감사단계 | 조치 |\n|---|---|\n| 감사업무조건 합의단계 | ① |\n| 감사절차 수행단계 | <예시> 감사계획을 대체적 절차로 수정하거나 보완적 절차를 추가한다. |\n| 감사의견 형성단계 | ② |	| 감사단계 | 조치 |\n|---|---|\n| 감사업무조건 합의단계 | 감사업무의 수임 전에서 경영진이 감사인의 업무범위에 제한을 부과하고, 그 결과 충분하고 적합한 감사증거를 입수하지 못하여 의견거절이 예상되는 경우에는 감사업무를 수임해서는 안 된다. |\n| 감사의견 형성단계 | 중요성의 관점에 따라 한정의견이나 의견거절을 표명하여야 한다. |	①의 경우 “감사업무조건 합의단계에서 충분하고 적합한 감사증거를 입수하지 못할 경우 감사업무를 수임해서는 안 된다.”라고 답안을 쓸 수도 있고, 이러한 답안은 모범답안으로 채택되었을 가능성도 있다. 그러나 초도감사의 경우 대부분 기초잔액에 대하여 충분하고 적합한 감사증거를 입수하지 못하여 한정의견이 표명되는 경우가 많고, 한정의견은 감사업무조건 합의단계에서 예상되기 때문에 한정의견이 예상되는 경우에는 감사업무를 수행하는 것이 일반적이다. 따라서 의견거절이라고 기재하여야 정확한 답이 될 수 있다.	CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S1_Q006	2	2	1	6	19	2019	p.66	감사인의 선임과 감사계약	감사계약	감사업무의 수용·유지의 결정과 감사업무의 전제조건	「주식회사 등의 외부감사에 관한 법률」에서는 감사인은 해당 회사의 재무제표 작성 등에 응해서는 아니 되며, 특히 회사가 감사인에게 이를 요구해서는 아니 된다고 규정하고 있다. 또한 동법 시행령에서 이를 구체화하여 규정하고 있는 바, 재무제표 작성책임과 관련된 회사 및 감사인의 세부 금지행위를 다음의 예시를 참고하여 3가지만 제시하시오.\n\n<예시> 해당 회사의 재무제표를 대표이사와 회계담당 이사(회계담당 이사가 없는 경우에는 회계업무를 집행하는 직원을 말한다)를 대신하여 작성하는 행위	① 회사의 재무제표 작성과 관련된 회계처리에 대한 자문에 응하는 행위\n② 회사의 재무제표 작성과 관련된 회계처리방법의 결정에 관여하는 행위\n③ 회사의 재무제표 작성에 필요한 계산 또는 회계 분개를 대신하여 해주는 행위		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S2_Q001	2	2	2	1	24	2024	p.66-68	감사인의 선임과 감사계약	감사계약	감사계약	감사인은 경영진 또는 적합한 경우 지배기구와 감사업무 조건에 대하여 합의하여야 하며, 합의된 조건은 감사계약서 또는 기타 적절한 형태의 합의서에 기록되어야 한다. 감사계약서에 필수적으로 기재해야 하는 사항 세 가지를 기재하시오(단, 감사인은 계약서에 위의 조건을 기록할 필요가 없는 상황은 아니며, 아래 <예시>는 제외할 것).\n\n<예시>\n· 감사인에 의해 발행될 보고서의 예상되는 형태와 내용에 대한 언급\n· 해당 보고서가 예상되는 형태와 내용과 다를 수 있는 상황이 존재할 수 있다는 기술	(다음 중 3가지)\n① 재무제표감사의 목적과 범위\n② 경영진의 책임\n③ 재무제표 작성을 위한 해당 재무보고체계의 식별\n④ 감사인의 책임		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S2_Q002	2	2	2	2	21	2021	p.67	감사인의 선임과 감사계약	감사계약	감사계약	한국회계법인은 제조업을 영위하는 (주)대한의 20×1년 회계감사를 진행하고 있다. (주)대한은 코스닥상장 추진을 목표로 20×1년 6월 30일 기준 중간재무제표에 대하여 감사계약을 체결하고 한국회계법인은 회계감사를 진행 중이다. 한국회계법인은 매출채권 조회를 수행하면서 (주)대한의 해외거래처 ABC의 회계담당자가 회신한 조회서 금액과 회사제시 금액 간에 중요한 차이가 있음을 발견하였다. (주)대한의 재무담당이사는 거래처 ABC의 회계담당자가 COVID-19 확진판정으로 연락이 원활하지 않아서 차이 금액에 대한 정확한 원인을 알 수 없다고 설명하였다.\n\n(주)대한의 재무담당이사는 회계감사 과정에서 한국회계법인이 발견한 조회서 회신금액의 불일치 문제가 제기되자 감사업무를 보다 낮은 수준의 확신을 제공하는 검토업무로 계약조건을 변경할 것을 한국회계법인에 요청하였다.\n\n[요구사항]\n한국회계법인이 감사업무 계약조건의 변경에 동의할 수 없고 (주)대한의 재무담당이사가 원래의 감사업무를 계속하는 것을 허용하지 않는 상황에서 수행해야 할 절차 두 가지를 서술하시오.	① 해당 법규에서 허용하는 경우 감사업무를 해지한다.\n② 지배기구, 소유주, 또는 규제기관과 같은 기타 이해관계자에게 그러한 상황을 보고해야 할 계약상 또는 기타 형태의 의무가 존재하는지 여부를 결정한다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S2_Q003	2	2	2	3	19	2019	p.68	감사인의 선임과 감사계약	감사계약	감사계약	감사인은 관련 법률에서 규정한 감사계약 해지 사유에 해당하는 경우에는 사업연도 중이라도 감사계약을 해지할 수 있다. 특히 주권상장법인, 대형비상장주식회사 또는 금융회사의 감사인은 특정 사유에 해당하는 경우에는 연속하는 3개 사업연도 중이라도 매 사업연도 종료 후 3개월 이내에 남은 사업연도에 대한 감사계약을 해지할 수 있다.\n\n[요구사항]\n감사인이 (1) 감사계약을 해지할 수 있는 경우들을 제시하고, (2) 감사계약 해지 후 취하여야 할 조치를 서술하시오.	(1) 다음의 경우에 감사인은 감사계약을 해지할 수 있다.\n① 외부감사법에 따라 회사의 감사인이 될 수 없는 경우\n② 독립성이 훼손된 경우 등 회계감사기준에서 정하는 사유가 발생한 경우\n③ 직업윤리에 관한 규정에서 정한 감사인의 독립성이 훼손된 경우\n④ 회사가 직전 사업연도 또는 해당 사업연도 중 감사보수의 지급에 관한 감사계약상의 의무를 이행하지 아니한 경우\n⑤ 감사계약을 체결한 후 회사의 합병, 분할 또는 사업의 양도·양수로 주요 사업부문의 성격이나 회사의 규모가 현저히 달라졌으나 감사보수에 대한 재계약이 이루어지지 않은 경우\n\n(2) 감사계약을 해지할 경우 감사인은 지체없이 그 사실을 증권선물위원회에 보고하여야 한다.		CONFIRMED	OCR 원문 반영
DoeActualExam_P2_C2_S2_Q004	2	2	2	4	22	2022	p.68	감사인의 선임과 감사계약	감사계약	감사계약	감사계약의 해지는 감사인 뿐만 아니라 감사대상회사도 할 수 있다. 외부감사법상 주권상장법인이 3개 사업연도 중에 감사인을 해임할 수 있는 경우 세 가지를 각각 1줄 이내로 서술하시오.\n\n<예시>\n· 외국투자자가 출자한 회사로서 그 출자조건에서 감사인을 한정하고 있는 경우\n· 지배회사 또는 종속회사가 그 지배·종속의 관계에 있는 회사와 같은 지정감사인을 선임하여야 하는 경우	외부감사법상 주권상장법인이 3개 사업연도 중에 감사인을 해임할 수 있는 경우는 다음과 같다.\n① 감사인이 회사의 기밀을 누설하는 등 직무상 의무를 위반한 경우\n② 감사인이 그 의무를 게을리하여 회사에 손해를 발생하게 한 경우\n③ 감사인이 회계감사와 관련하여 부당한 요구를 하거나 압력을 행사한 경우		CONFIRMED	OCR 원문 반영
