id	partNo	chapterNo	sectionNo	problemNo	examYearRaw	examYears	sourcePage	partTitle	chapterTitle	sectionTitle	questionText	answerText	explanationText	checkStatus	note
doe-p04-c04-s01-q001	4	4	1	1	19	2019	p.179	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	부정에 대한 예방책임, 발견책임, 보고책임을 [A]경영진 및 지배기구, [B]외부감사인 두 그룹으로 나누어 서술하시오.	[A] 경영진 및 지배기구는 내부통제를 설계하고 운영하여 부정을 예방하고, 발생한 부정에 대해서는 발견하여 수정할 책임이 있다.<br>[B] 감사인은 부정의 예방에 대한 책임은 없으나, 재무제표에 중요한 영향을 미치는 부정은 발견하여 보고할 책임이 있다.		CONFIRMED	""
doe-p04-c04-s01-q002	4	4	1	2	19	2019	p.179	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	부정은 다양한 이유로 사후적 발견이 어렵기 때문에 사전적으로 발생을 예방하거나 억제하는 데 초점을 맞추는 것이 경제적이다. 경영진과 지배기구 관점에서 부정예방 및 억제를 위해 취할 수 있는 방안을 세 가지만 서술하시오.	① 지배기구의 참여 : 기업의 전략방향과 수탁책임에 대해 적극적으로 감독하고 감시한다.<br>② 경영진의 철학과 경영방식 : 경영진 스스로 윤리경영에 대한 철학을 가지고 회사를 경영하도록 한다.<br>③ 성실성과 윤리적 가치에 대한 커뮤니케이션과 실천 : 경영진이 윤리적 가치와 성실성에 대해 종업원에게 커뮤니케이션하고 스스로 실천한다.	위의 문제는 내부통제의 구성요소인 통제환경의 세부요소로 답안을 구성할 수 있는 문제이다.	CONFIRMED	""
doe-p04-c04-s01-q003	4	4	1	3	23	2023	p.180	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	다음의 내용을 읽고 그 내용이 옳은지 판단하고, 옳지 않을 경우 그 이유를 설명하시오.<br>감사인은 감사수행 과정에서 전문적 의구심을 유지하기 위해 경영자가 부정직하다는 가정을 해야 한다.	(1) 결론 : 옳지 않다.<br>(2) 근거 : 감사인은 경영진이 부정직하다는 가정을 해야 하는 것이 아니라, 기업의 경영진 및 지배기구의 정직성과 성실성에 대한 감사인의 과거 경험과 관계없이, 부정으로 인한 중요한 왜곡표시의 가능성이 존재한다는 것을 인식하면서 감사의 전 과정을 통하여 전문가적 의구심을 유지하여야 한다(240-12).		CONFIRMED	""
doe-p04-c04-s01-q004	4	4	1	4	19	2019	p.180	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	[A]부정으로 인한 왜곡표시가 오류로 인한 왜곡표시보다 발견되지 못할 위험이 훨씬 큰 이유, [B]경영진의 부정에 의한 중요한 왜곡표시가 종업원의 부정보다 훨씬 발견되기 힘든 이유를 서술하시오.	[A] 부정의 경우 그 사실을 은폐하기 위해 위조, 거래의 기록에 대한 계획적인 누락 또는 감사인에 대한 의도적인 거짓 진술 등 정교하고 면밀하게 설계된 수단들이 이용되기 때문이다.<br>[B] 경영진은 회계기록을 직·간접적으로 조작하고 허위의 재무정보를 제공하거나 다른 종업원에 의해 유사한 부정이 예방되도록 설계된 통제를 무력화할 수 있는 위치에 있는 경우가 빈번하기 때문이다.		CONFIRMED	""
doe-p04-c04-s01-q005	4	4	1	5	14	2014	p.180-181	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	㈜ABC를 감사하는 XYZ회계법인은 (1) 위험평가절차를 수행하고 그러한 평가에 대응하기 위하여 (2) 실증절차의 성격, 시기 및 범위에 대한 감사계획을 수립하였다. 다음 단계로 감사인은 (3) 실증절차를 수행하는 중이다. 다음은 담당공인회계사가 실증절차를 수행하는 과정에서 발견한 사실이다.<br>홍길동은 올해 초 주주로부터 고액의 연봉을 보장받고 회사의 최고경영자로 취임하였다. 주주들은 최근 매년 10% 감소하고 있는 매출액을 향후 3년간 매년 30% 이상 성장세로 돌려줄 것을 홍길동에게 요청하였고, 홍길동은 이러한 주주들의 요청을 달성할 수 있다고 확인해 주었다.<br>홍길동은 매출액을 증가시키기 위하여 구체적인 전략을 수립하고 노력하였다. 그러나 결산일이 다가오면서 홍길동은 정상적으로는 매출실적을 목표만큼 달성하기 어렵다는 것을 알게 되었다. 이에 가공의 회사를 자신의 주거지에 설립하고 신용평가 없이 가공회사에 부족한 매출을 발생시킬 것을 영업담당 임원에게 지시하였다. 영업담당 임원은 회사의 영업방침상 거래처의 신용평가 없이는 신용매출을 승인할 수 없다고 하였다. 그렇지만 홍길동은 회사 내부규정상 최고경영자가 승인하면 모든 내부규정의 예외가 인정된다는 것을 상기하면서 해당 매출을 승인하도록 하였으며 제품의 인도 없이 서류상으로만 매출을 인식하였다.<br>홍길동은 회사의 현금을 횡령하지도 않았으며, 다음 연도에 경제상황이 좋아지면 당해연도의 가공매출까지도 실제로 매출할 수 있기 때문에, 이러한 자신의 행동은 심각한 문제가 아니라고 자신을 위안하고 있다.<br>회계감사기준에서는 부정한 재무보고나 자산의 횡령 등 그 유형에 관계없이, 부정은 부정 3요소(또는 부정발생원인, 부정관련항목, fraud triangle)와 관련되어 있다고 설명한다. 회계감사기준에서 설명하는 부정 3요소를 열거하고 상기 사례 중 어떤 내용이 각 요소에 해당하는지를 다음 답안양식에 따라 서술하시오.	| 부정 3요소 | 사례 본문 중 해당 내용 |<br>|---|---|<br>| ① 동기나 압력 | 주주들은 최근 매년 10% 감소하고 있는 매출액을 향후 3년간 매년 30% 이상 성장세로 돌려줄 것을 홍길동에게 요청하였고, 홍길동은 이러한 주주들의 요청을 달성할 수 있다고 확인해 주었으나, 결산일이 다가오면서 홍길동은 정상적으로는 매출실적을 목표만큼 달성하기 어렵다는 것을 알게 되었다. |<br>| ② 기회 | 홍길동은 회사 내부규정상 최고경영자가 승인하면 모든 내부규정의 예외가 인정된다는 것을 상기하면서 해당 매출을 승인하도록 하였다. |<br>| ③ 합리화 | 홍길동은 회사의 현금을 횡령하지도 않았으며, 다음 연도에 경제상황이 좋아지면 당해연도의 가공매출까지도 실제로 매출할 수 있기 때문에, 이러한 자신의 행동은 심각한 문제가 아니라고 자신을 위안하고 있다. |		NEEDS_CHECK	장문/표 포함 항목: 원문 대조 검수 권장
doe-p04-c04-s01-q006	4	4	1	6	20	2020	p.182	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	감사인은 기업의 내부통제 등 기업과 그 환경을 이해하기 위한 위험평가절차 및 관련 활동을 수행할 때, 부정으로 인한 중요왜곡표시위험을 식별하기 위한 절차를 수행하여야 한다. 또한 감사인은 전반감사전략을 수립할 때 재무제표 전체에 대한 중요성을 결정하여야 한다. 다음의 내용을 읽고 아래의 요구사항에 답하시오.<br>대표이사이자 최대주주인 B기업의 경영자는 주식의 신규상장을 위하여 준비 중에 있으며, 3개의 사업부 중 부진한 실적을 나타내고 있는 헬스케어사업부의 실적개선이 신규상장에 매우 중요한 요소로 작용할 것으로 판단하여 당기 초에 헬스케어사업부의 책임임원을 교체하였다. 신규로 채용된 헬스케어사업부의 책임임원은 헬스케어사업부의 경영 전반에 관한 자율권을 보장받았으며, 실적개선에 따른 인센티브를 약속받고 강력한 매출성장정책을 펼치는 중이다.<br>헬스케어사업부 매출액은 당기에 큰 폭으로 증가하였으며, 이는 대부분 해외 신규거래처에 대한 매출로 인한 것이었다. 한편, 매출채권회전율은 전기 대비 매우 크게 감소하였다. 다른 분야에서 파악된 유의적 중요왜곡표시위험은 없는 것으로 판단되며, 전기까지 B기업의 매출 관련 내부통제에는 경영진의 모니터링 부재를 포함한 다양한 형태의 미비점들이 존재하였고 당기에도 개선되지 않고 있다.<br>위의 상황에 기초하여, B기업에 존재할 것으로 예상되는 부정한 재무보고로 인한 왜곡표시와 관련된 위험요소를 동기/압력, 기회 및 태도/합리화의 관점에서 서술하시오.	(1) 동기나 압력 : 주식의 신규상장을 위하여 준비 중에 있으며, 3개의 사업부 중 부진한 실적을 나타내고 있는 헬스케어사업부의 실적개선이 신규상장에 매우 중요한 요소로 작용할 것으로 판단하고 있으며, 신규로 채용된 헬스케어사업부의 책임임원은 헬스케어사업부의 경영 전반에 관한 자율권을 보장받았으며, 실적개선에 따른 인센티브를 약속받고 강력한 매출성장정책을 펼치는 중이다.<br>(2) 기회 : 신규로 채용된 헬스케어사업부의 책임임원은 헬스케어사업부의 경영 전반에 관한 자율권을 보장받았으며, 매출 관련 내부통제에는 경영진의 모니터링 부재를 포함한 다양한 형태의 미비점들이 존재하고 있다.<br>(3) 합리화 : 매출 관련 내부통제에는 경영진의 모니터링 부재를 포함한 다양한 형태의 미비점들이 존재하고 있으나 당기에도 개선되지 않고 있다.	위의 문제는 (3)의 답안과 관련된 내용이 명확하지 않다. 따라서 답안 (3)의 내용은 (2)의 기회로 분류할 수도 있다.	NEEDS_CHECK	해설상 분류 유의: 태도/합리화와 기회 구분 원문 대조 권장
doe-p04-c04-s01-q007	4	4	1	7	23	2023	p.183-184	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	한국회계법인의 엄 회계사는 제조업과 무역업이 주된 영업인 ㈜A의 회계감사를 수행하고 있다. ㈜A는 해외현지법인을 통해 판매가 이루어지고 있으며, 다음과 같이 특수관계자와의 거래를 주석에 공시하였다.<br>가. 매출·매입 등 거래 내역 (단위: 백만원)<br>| 회사명 | 매출 당기 | 매출 전기 | 매입 당기 | 매입 전기 |<br>|---|---:|---:|---:|---:|<br>| AJAP | 5,000 | 1,000 | - | 20 |<br>| AUSA | 500 | 400 | - | - |<br>| ATAI | 2,000 | 600 | 500 | - |<br>| 합계 | 7,500 | 2,000 | 500 | 20 |<br>나. 채권·채무잔액 (단위: 백만원)<br>| 회사명 | 매출채권 당기 | 매출채권 전기 | 매입채무 당기 | 매입채무 전기 |<br>|---|---:|---:|---:|---:|<br>| AJAP | 2,500 | 300 | - | 20 |<br>| AUSA | 300 | 200 | - | - |<br>| ATAI | 2,500 | 2,000 | - | - |<br>| 합계 | 5,300 | 2,500 | - | 20 |<br><기타 참고자료><br>(1) 모든 특수관계자는 연결대상이 아니다.<br>(2) 기업지배구조<br>• ㈜A의 대표이사는 모든 업무를 총괄하며, 차입금에 대해 보증을 제공하고 있다.<br>• 대표이사가 이사회 의장을 담당하고 있으며, 사외이사는 대표이사와 친밀한 관계이다.<br>• 감사위원회를 설치하지 않고, 대표이사와 고등학교 동창인 내부감사인이 회계에 관한 서류조사 등의 업무를 담당하고 있다.<br><주요 재무자료> (단위: 백만원)<br>| 계정과목 | 당기 | 전기 |<br>|---|---:|---:|<br>| 자산총액 | 20,000 | 15,000 |<br>| 매출채권 | 6,000 | 4,000 |<br>| 부채총액 | 13,000 | 12,000 |<br>| 매출 | 15,000 | 10,000 |<br>| 당기순손익 | 4,000 | (-)5,000 |<br>| 영업활동 현금흐름 | (-)4,000 | (-)5,000 |<br>엄 회계사는 ㈜A의 특수관계자 거래와 관련하여 부정으로 인한 유의적 위험이 있다고 판단하였다. 부정위험요소를 동기/압력 및 기회로 구분하여, 각 요소에 해당할 수 있는 내용을 사례에서 찾아 한 가지씩 2줄 이내로 서술하시오.	(1) 동기/압력 : 대표이사가 차입금에 대해 보증을 제공하고 있는데, 회사는 전기에 적자를 기록하였다(☞ 계속 적자를 기록할 경우 금융기관이 상환을 요구할 수도 있음).<br>(2) 기회 (다음 중 1가지)<br>① 대표이사는 모든 업무를 총괄하고 있으며, 이사회 의장도 담당하고 있다.<br>② 사외이사는 대표이사와 친밀한 관계이다.<br>③ 감사위원회를 설치하지 않고, 대표이사와 고등학교 동창인 내부감사인이 회계에 관한 서류조사 등의 업무를 담당하고 있다.		NEEDS_CHECK	복수 표 포함 항목: 원문 대조 검수 권장
doe-p04-c04-s01-q008	4	4	1	8	19	2019	p.184	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	스테레오 헤드폰을 생산·판매하는 업체인 대한(주)는 20×8년 10월 회사의 재무담당임원의 횡령 사실을 알게 되었다. 횡령 규모는 과거 수 년 동안 총 31억원 정도에 이르렀다. 회사의 외부감사인은 횡령이 발생하였던 회계기간의 재무제표에 대하여 적정의견을 표명하였다. 재무담당임원의 횡령 규모는 해가 거듭될수록 증가하고 있었다.<br>다른 소식통에 의하면, 재무담당임원은 자신의 우월한 지위를 이용하여 하급자들에게 강압적 자세를 취해왔으며 심지어는 경영진의 면전에서 하급자들에게 폭언을 일삼아 왔다고 한다. 이러한 재무담당임원의 행동이 부정위험요소가 될 수 있는지를 서술하시오.	(1) 결론 : 부정위험요소가 될 수 있다.<br>(2) 근거 : 부정을 행할 동기나 압력, 그리고 기회를 나타내는 사건이나 상황은 부정위험요소에 해당한다. 따라서 재무담당임원의 폭언은 하급자들에게 부정을 행하게 만드는 압력이 될 수 있고, 재무담당임원은 내부통제를 무시하여 무력화할 수 있는 특별한 위치에 있어서 부정의 기회를 제공할 수 있다.		CONFIRMED	""
doe-p04-c04-s01-q009	4	4	1	9	19	2019	p.185	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	아래에서는 부정과 관련한 감사인의 감사절차 흐름을 예시하고 있다. Step 1, Step 3, Step 4, Step 6에서 감사인이 취해야 할 적합한 감사절차를 서술하시오(아래 답안양식을 사용할 것).<br>| 순서 | 감사인이 취해야 할 감사절차 |<br>|---|---|<br>| Step 1 | (공란) |<br>| Step 2 | 위험평가절차 및 관련활동 |<br>| Step 3 | (공란) |<br>| Step 4 | (공란) |<br>| Step 5 | 실증절차의 수행 및 감사증거의 평가 |<br>| Step 6 | (공란) |	| 순서 | 감사인이 취해야 할 감사절차 |<br>|---|---|<br>| Step 1 | 업무팀 토의를 수행한다. |<br>| Step 3 | 부정으로 인한 중요왜곡표시위험을 식별하고 평가한다. |<br>| Step 4 | 부정으로 인한 중요왜곡표시위험의 평가에 대응하는 절차를 수립하고 계획에 반영한다. 필요한 경우 부정과 관련된 통제테스트를 수행한다. |<br>| Step 6 | 부정이나 의심되는 부정을 식별한 경우 경영진 및 지배기구와 커뮤니케이션한다. 그리고 경영진으로부터 서면진술을 수령한다. |	부정과 관련된 감사절차의 순서는 구체적으로 정해져 있는 것이 아니기 때문에 합리적인 순서에 따르면 된다.	NEEDS_CHECK	답안양식 표 포함: 원문 대조 검수 권장
doe-p04-c04-s01-q010	4	4	1	10	17	2017	p.186	위험평가절차에 대한 추가감사절차	특정항목별 감사절차	부정	감사인은 부정으로 인한 중요왜곡표시위험과 관련된 감사절차의 하나로서 업무팀원 간의 토의를 강조하고 있다. 다음은 이러한 측면에 대한 감사기준의 설명이다.<br>• 감사기준에서는 업무팀원간의 토의 절차를 요구하고 있으며, 토의에 참여하지 않은 팀원에게는 어떠한 사항을 커뮤니케이션할지 결정하도록 요구하고 있다.<br>• 업무팀원간 토의에서는, 부정이 어떻게 발생할 것인지 등 기업의 재무제표가 부정에 의하여 어디서 어떻게 중요하게 왜곡표시될 위험성이 높은지를 특히 강조하여야 한다.<br>• 이러한 토의는 경영진과 지배기구가 정직하고 성실하다는 업무팀원들의 믿음을 배제하고 수행되어야 한다.<br>이처럼 “부정으로 인해 재무제표가 중요하게 왜곡표시 될 위험성”에 대한 업무팀원 간 토의의 세 가지 효과 중 아래 예시를 제외한 두 가지를 서술하시오.<br><예시> 재무제표가 어떻게 그리고 어느 부분에서 부정으로 인해 중요하게 왜곡표시 되기 쉬운지에 대해 업무팀원 중 경험이 많은 사람의 통찰을 공유할 기회를 제공한다.	① 감사인이 그러한 위험성에 대한 적절한 대응을 고려할 수 있게 하고, 업무팀원 중 누구에게 어떤 감사절차를 맡길 것인지 결정할 수 있게 해준다.<br>② 감사인이 감사절차의 수행 결과를 업무팀원과 어떻게 공유할지, 감사인이 주목하게 된 부정혐의를 어떻게 다루어야 할지 결정할 수 있게 한다.		CONFIRMED	""
